Time,VWC%,Period,EC,Temp_Soil,Temp_Soil(F),Temp_IR,Temp_IR(F),Latitude,Longitude,Satellites,Fix,Rod Length,Soil Type,VWC Mode
2018-04-20 10:34:25,40.8,2589,0.22,21.3,70.5,----,----,3353.1614 S,15111.1088 E,13,1,T,S,V
2018-04-20 10:34:33,34.0,2468,0.21,21.3,70.5,----,----,3353.1618 S,15111.1132 E,12,1,T,S,V
2018-04-20 10:34:39,32.9,2442,0.15,21.3,70.4,----,----,3353.1611 S,15111.1181 E,13,1,T,S,V
2018-04-20 10:34:43,36.8,2518,0.09,21.3,70.5,----,----,3353.1605 S,15111.1206 E,13,1,T,S,V
2018-04-20 10:36:31,00.0,1942,0.00,21.3,70.4,----,----,3353.2246 S,15111.1173 E,13,1,T,S,V
2018-04-20 10:36:36,36.8,2513,0.05,21.3,70.4,----,----,3353.2253 S,15111.1167 E,13,1,T,S,V
2018-04-20 10:36:44,31.1,2410,0.06,21.3,70.4,----,----,3353.2249 S,15111.1127 E,13,1,T,S,V
2018-04-20 10:36:53,35.1,2488,0.04,21.4,70.5,----,----,3353.2245 S,15111.1071 E,13,1,T,S,V
2018-04-20 10:36:59,00.0,1943,0.00,21.4,70.6,----,----,3353.2247 S,15111.1055 E,13,1,T,S,V
2018-04-20 10:37:02,40.8,2586,0.12,21.4,70.6,----,----,3353.2249 S,15111.1043 E,13,1,T,S,V
2018-04-20 10:37:10,57.9,2885,0.32,21.5,70.7,----,----,3353.2248 S,15111.1008 E,13,1,T,S,V
2018-04-20 10:37:23,51.7,2773,0.40,21.5,70.8,----,----,3353.2269 S,15111.0944 E,13,1,T,S,V
2018-04-20 10:37:30,00.0,1944,0.00,21.6,70.9,----,----,3353.2258 S,15111.0921 E,13,1,T,S,V
2018-04-20 10:37:34,46.0,2677,0.19,21.6,70.9,----,----,3353.2262 S,15111.0903 E,13,1,T,S,V
2018-04-20 10:37:43,52.8,2793,0.15,21.6,71.0,----,----,3353.2285 S,15111.0860 E,13,1,T,S,V
2018-04-20 10:37:53,24.3,2299,0.00,21.7,71.0,----,----,3353.2312 S,15111.0779 E,13,1,T,S,V
2018-04-20 10:38:00,00.0,1940,0.00,21.7,71.1,----,----,3353.2309 S,15111.0736 E,13,1,T,S,V
2018-04-20 10:38:05,26.6,2330,0.02,21.7,71.1,----,----,3353.2299 S,15111.0708 E,13,1,T,S,V
2018-04-20 10:38:14,26.6,2337,0.11,21.8,71.2,----,----,3353.2280 S,15111.0659 E,13,1,T,S,V
2018-04-20 10:38:22,27.7,2357,0.04,21.8,71.3,----,----,3353.2255 S,15111.0676 E,13,1,T,S,V
2018-04-20 10:38:27,00.0,1939,0.00,21.8,71.3,----,----,3353.2246 S,15111.0656 E,13,1,T,S,V
2018-04-20 10:38:32,31.1,2418,0.08,21.8,71.3,----,----,3353.2245 S,15111.0643 E,13,1,T,S,V
2018-04-20 10:38:43,36.3,2508,0.20,21.9,71.4,----,----,3353.2201 S,15111.0677 E,13,1,T,S,V
2018-04-20 10:38:52,39.7,2560,0.26,21.9,71.4,----,----,3353.2184 S,15111.0745 E,12,1,T,S,V
2018-04-20 10:39:01,36.3,2500,0.04,21.9,71.4,----,----,3353.2175 S,15111.0800 E,11,1,T,S,V
2018-04-20 10:39:09,34.0,2461,0.16,21.9,71.4,----,----,3353.2179 S,15111.0843 E,13,1,T,S,V
2018-04-20 10:39:19,39.7,2563,0.11,21.9,71.5,----,----,3353.2190 S,15111.0899 E,13,1,T,S,V
2018-04-20 10:39:26,38.6,2547,0.15,22.0,71.6,----,----,3353.2199 S,15111.0939 E,12,1,T,S,V
2018-04-20 10:39:34,34.6,2479,0.05,22.0,71.6,----,----,3353.2203 S,15111.0977 E,13,1,T,S,V
2018-04-20 10:39:40,40.3,2576,0.03,22.0,71.6,----,----,3353.2213 S,15111.0997 E,13,1,T,S,V
2018-04-20 10:39:47,35.7,2498,0.23,22.0,71.6,----,----,3353.2208 S,15111.1035 E,13,1,T,S,V
2018-04-20 10:39:54,31.1,2418,0.07,22.0,71.6,----,----,3353.2205 S,15111.1075 E,13,1,T,S,V
2018-04-20 10:39:59,40.8,2584,0.28,22.0,71.6,----,----,3353.2212 S,15111.1100 E,13,1,T,S,V
2018-04-20 10:40:04,30.0,2397,0.10,22.0,71.6,----,----,3353.2212 S,15111.1126 E,13,1,T,S,V
2018-04-20 10:40:11,44.3,2645,0.32,22.0,71.7,----,----,3353.2213 S,15111.1157 E,13,1,T,S,V
2018-04-20 10:48:50,36.3,2500,0.23,23.9,75.0,----,----,3353.2436 S,15111.1153 E,13,1,T,S,V
2018-04-20 10:49:14,20.9,2232,0.05,23.7,74.7,----,----,3353.2586 S,15111.1116 E,14,1,T,S,V
2018-04-20 10:49:24,19.2,2201,0.08,23.7,74.7,----,----,3353.2623 S,15111.1132 E,14,1,T,S,V
2018-04-20 10:49:35,24.3,2294,0.10,23.7,74.7,----,----,3353.2634 S,15111.1065 E,14,1,T,S,V
2018-04-20 10:49:48,31.7,2423,0.23,23.7,74.7,----,----,3353.2598 S,15111.1015 E,14,1,T,S,V
2018-04-20 10:50:10,29.4,2388,0.20,23.7,74.6,----,----,3353.2497 S,15111.0926 E,14,1,T,S,V
2018-04-20 10:50:19,38.6,2541,0.26,23.6,74.5,----,----,3353.2471 S,15111.0903 E,14,1,T,S,V
2018-04-20 10:50:42,35.1,2482,0.24,23.5,74.4,----,----,3353.2604 S,15111.0875 E,14,1,T,S,V
2018-04-20 10:50:53,35.7,2498,0.25,23.5,74.4,----,----,3353.2668 S,15111.0874 E,14,1,T,S,V
2018-04-20 10:51:05,28.3,2363,0.17,23.5,74.4,----,----,3353.2728 S,15111.0908 E,13,1,T,S,V
2018-04-20 10:51:21,19.2,2206,0.16,23.5,74.4,----,----,3353.2805 S,15111.0952 E,14,1,T,S,V
2018-04-20 10:51:32,26.6,2339,0.00,23.5,74.3,----,----,3353.2825 S,15111.0988 E,14,1,T,S,V
2018-04-20 10:51:41,19.2,2203,0.07,23.4,74.2,----,----,3353.2854 S,15111.0994 E,14,1,T,S,V
2018-04-20 10:51:54,22.6,2265,0.03,23.4,74.2,----,----,3353.2864 S,15111.1045 E,14,1,T,S,V
2018-04-20 10:52:10,15.2,2134,0.09,23.5,74.3,----,----,3353.2863 S,15111.0951 E,14,1,T,S,V
2018-04-20 10:52:25,40.3,2571,0.31,23.4,74.2,----,----,3353.2884 S,15111.0878 E,14,1,T,S,V
2018-04-20 10:52:39,28.3,2361,0.39,23.4,74.2,----,----,3353.2941 S,15111.0813 E,14,1,T,S,V
2018-04-20 10:53:29,35.1,2484,0.07,23.5,74.4,----,----,3353.3020 S,15111.1200 E,14,1,T,S,V
2018-04-20 10:53:48,44.3,2648,0.33,23.5,74.4,----,----,3353.2897 S,15111.1230 E,12,1,T,S,V
2018-04-20 10:54:03,33.4,2453,0.22,23.5,74.4,----,----,3353.2822 S,15111.1182 E,13,1,T,S,V
2018-04-20 10:54:09,40.6,2811,0.79,23.5,74.3,----,----,3353.2816 S,15111.1136 E,13,1,T,S,V
2018-04-20 10:54:27,35.7,2493,0.39,23.5,74.3,----,----,3353.2697 S,15111.1163 E,13,1,T,S,V
2018-04-20 10:54:38,20.9,2233,0.04,23.4,74.2,----,----,3353.2628 S,15111.1159 E,13,1,T,S,V
2018-04-20 10:59:47,20.3,2222,0.21,22.5,72.6,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 10:59:59,32.9,2440,0.22,22.5,72.5,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:00:10,34.6,2471,0.32,22.4,72.4,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:00:22,36.3,2505,0.45,22.4,72.4,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:00:32,31.7,2425,0.44,22.4,72.3,----,----,3353.2515 S,15111.2048 E,4,1,T,S,V
2018-04-20 11:00:43,33.4,2458,0.39,22.4,72.3,----,----,3353.2541 S,15111.2108 E,4,1,T,S,V
2018-04-20 11:00:57,22.6,2263,0.24,22.3,72.2,----,----,3353.2600 S,15111.2122 E,5,1,T,S,V
2018-04-20 11:01:08,22.6,2266,0.19,22.3,72.2,----,----,3353.2648 S,15111.2143 E,5,1,T,S,V
2018-04-20 11:01:19,23.2,2276,0.05,22.4,72.3,----,----,3353.2711 S,15111.2081 E,7,1,T,S,V
2018-04-20 11:01:29,25.4,2319,0.16,22.4,72.4,----,----,3353.2690 S,15111.2158 E,7,1,T,S,V
2018-04-20 11:01:46,23.2,2276,0.25,22.4,72.4,----,----,3353.2696 S,15111.2323 E,9,1,T,S,V
2018-04-20 11:01:57,22.6,2264,0.12,22.5,72.5,----,----,3353.2673 S,15111.2414 E,9,1,T,S,V
2018-04-20 11:02:05,26.6,2338,0.39,22.5,72.6,----,----,3353.2629 S,15111.2424 E,9,1,T,S,V
2018-04-20 11:02:14,31.7,2423,0.37,22.5,72.6,----,----,3353.2570 S,15111.2414 E,9,1,T,S,V
2018-04-20 11:02:26,28.3,2366,0.27,22.6,72.7,----,----,3353.2530 S,15111.2416 E,9,1,T,S,V
2018-04-20 11:02:38,27.2,2340,0.26,22.5,72.6,----,----,3353.2484 S,15111.2407 E,9,1,T,S,V
2018-04-20 11:02:51,31.7,2423,0.28,22.5,72.6,----,----,3353.2468 S,15111.2314 E,10,1,T,S,V
2018-04-20 11:03:02,28.9,2379,0.21,22.6,72.7,----,----,3353.2479 S,15111.2251 E,10,1,T,S,V
2018-04-20 11:03:14,37.4,2529,0.41,22.6,72.7,----,----,3353.2540 S,15111.2205 E,10,1,T,S,V
2018-04-20 11:03:45,21.5,2244,0.02,22.8,73.0,----,----,3353.2681 S,15111.1992 E,10,1,T,S,V
2018-04-20 11:03:58,29.4,2381,0.24,22.8,73.1,----,----,3353.2703 S,15111.1921 E,10,1,T,S,V
2018-04-20 11:10:47,43.1,2628,0.48,24.3,75.7,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:10:54,27.7,2350,0.24,24.3,75.8,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:02,37.4,2528,0.49,24.3,75.9,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:08,24.9,2308,0.14,24.4,75.9,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:14,30.0,2398,0.19,24.4,76.0,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:20,27.2,2348,0.18,24.4,76.0,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:25,26.0,2322,0.12,24.5,76.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:30,31.7,2429,0.38,24.5,76.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:36,26.0,2325,0.08,24.5,76.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:42,36.3,2502,0.21,24.5,76.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:48,37.4,2521,0.27,24.5,76.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:11:56,44.8,2657,0.36,24.5,76.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 11:12:02,39.1,2554,0.22,24.5,76.1,----,----,3353.2280 S,15111.2932 E,3,1,T,S,V
2018-04-20 11:12:08,32.3,2438,0.18,24.5,76.1,----,----,3353.2284 S,15111.2973 E,3,1,T,S,V
2018-04-20 11:12:20,47.1,2693,0.31,24.5,76.1,----,----,3353.2213 S,15111.2957 E,3,1,T,S,V
2018-04-20 11:12:26,00.0,1969,0.00,24.5,76.1,----,----,3353.2220 S,15111.2925 E,3,1,T,S,V
2018-04-20 11:12:32,36.3,2508,0.26,24.4,76.0,----,----,3353.2623 S,15111.2706 E,5,1,T,S,V
2018-04-20 11:12:40,30.0,2390,0.18,24.4,76.0,----,----,3353.2614 S,15111.2663 E,5,1,T,S,V
2018-04-20 11:12:46,36.8,2510,0.26,24.4,76.0,----,----,3353.2628 S,15111.2643 E,5,1,T,S,V
2018-04-20 11:12:53,42.0,2602,0.27,24.4,76.0,----,----,3353.2636 S,15111.2618 E,5,1,T,S,V
2018-04-20 11:13:00,38.6,2543,0.28,24.4,76.0,----,----,3353.2596 S,15111.2612 E,6,1,T,S,V
2018-04-20 11:13:06,30.6,2404,0.19,24.4,76.0,----,----,3353.2599 S,15111.2636 E,6,1,T,S,V
2018-04-20 11:13:12,38.0,2531,0.27,24.5,76.1,----,----,3353.2579 S,15111.2674 E,6,1,T,S,V
2018-04-20 11:13:20,34.0,2462,0.37,24.5,76.1,----,----,3353.2574 S,15111.2727 E,6,1,T,S,V
2018-04-20 11:13:26,27.7,2353,0.13,24.5,76.1,----,----,3353.2567 S,15111.2754 E,6,1,T,S,V
2018-04-20 11:13:32,26.0,2328,0.07,24.5,76.1,----,----,3353.2561 S,15111.2790 E,6,1,T,S,V
2018-04-20 11:13:57,29.4,2381,0.19,24.4,76.0,----,----,3353.2509 S,15111.2605 E,6,1,T,S,V
2018-04-20 11:14:02,35.1,2481,0.21,24.4,76.0,----,----,3353.2503 S,15111.2626 E,6,1,T,S,V
2018-04-20 11:14:08,34.0,2467,0.22,24.4,76.0,----,----,3353.2500 S,15111.2654 E,6,1,T,S,V
2018-04-20 11:14:15,28.9,2374,0.13,24.4,76.0,----,----,3353.2498 S,15111.2715 E,6,1,T,S,V
2018-04-20 11:14:20,30.6,2402,0.31,24.5,76.1,----,----,3353.2488 S,15111.2739 E,7,1,T,S,V
2018-04-20 11:14:26,33.4,2451,0.20,24.5,76.1,----,----,3353.2484 S,15111.2771 E,7,1,T,S,V
2018-04-20 11:14:38,00.0,1969,0.00,24.5,76.1,----,----,3353.2420 S,15111.2751 E,7,1,T,S,V
2018-04-20 11:14:44,50.0,2743,0.43,24.5,76.1,----,----,3353.2417 S,15111.2741 E,7,1,T,S,V
2018-04-20 11:14:52,36.8,2517,0.34,24.5,76.1,----,----,3353.2425 S,15111.2726 E,7,1,T,S,V
2018-04-20 11:14:59,35.7,2497,0.30,24.5,76.1,----,----,3353.2421 S,15111.2684 E,7,1,T,S,V
2018-04-20 11:15:07,44.3,2641,0.36,24.5,76.1,----,----,3353.2424 S,15111.2636 E,8,1,T,S,V
2018-04-20 11:15:14,00.1,1971,0.21,24.5,76.1,----,----,3353.2420 S,15111.2611 E,8,1,T,S,V
2018-04-20 11:15:19,40.8,2584,0.35,24.5,76.1,----,----,3353.2421 S,15111.2620 E,8,1,T,S,V
2018-04-20 11:15:26,47.7,2702,0.38,24.5,76.2,----,----,3353.2425 S,15111.2595 E,8,1,T,S,V
2018-04-20 11:15:38,40.8,2582,0.21,24.5,76.2,----,----,3353.2370 S,15111.2571 E,8,1,T,S,V
2018-04-20 11:15:44,41.3,2595,0.51,24.5,76.2,----,----,3353.2364 S,15111.2587 E,8,1,T,S,V
2018-04-20 11:15:51,35.7,2495,0.27,24.5,76.2,----,----,3353.2360 S,15111.2619 E,8,1,T,S,V
2018-04-20 11:15:59,31.1,2415,0.22,24.5,76.2,----,----,3353.2353 S,15111.2685 E,8,1,T,S,V
2018-04-20 11:16:05,31.1,2403,0.59,24.5,76.1,----,----,3353.2346 S,15111.2714 E,9,1,T,S,V
2018-04-20 11:16:13,40.1,2589,0.55,24.5,76.1,----,----,3353.2350 S,15111.2743 E,9,1,T,S,V
2018-04-20 11:16:30,40.3,2578,0.37,24.5,76.1,----,----,3353.2350 S,15111.2816 E,9,1,T,S,V
2018-04-20 11:16:36,43.2,2627,0.51,24.5,76.2,----,----,3353.2339 S,15111.2849 E,9,1,T,S,V
2018-04-20 11:16:43,30.0,2396,0.13,24.5,76.2,----,----,3353.2335 S,15111.2879 E,9,1,T,S,V
2018-04-20 11:16:51,30.6,2403,0.09,24.6,76.3,----,----,3353.2329 S,15111.2921 E,9,1,T,S,V
2018-04-20 11:16:58,40.4,2684,0.71,24.6,76.3,----,----,3353.2328 S,15111.2937 E,9,1,T,S,V
2018-04-20 11:17:06,26.6,2338,0.13,24.5,76.2,----,----,3353.2316 S,15111.2982 E,9,1,T,S,V
2018-04-20 11:17:19,46.3,2769,0.62,24.5,76.1,----,----,3353.2363 S,15111.2974 E,9,1,T,S,V
2018-04-20 11:17:26,48.1,2757,0.56,24.4,76.0,----,----,3353.2379 S,15111.2942 E,9,1,T,S,V
2018-04-20 11:17:33,42.5,2612,0.39,24.3,75.9,----,----,3353.2397 S,15111.2907 E,9,1,T,S,V
2018-04-20 11:17:41,38.6,2541,0.25,24.4,75.9,----,----,3353.2407 S,15111.2859 E,10,1,T,S,V
2018-04-20 11:17:49,52.8,2791,0.48,24.4,76.0,----,----,3353.2417 S,15111.2832 E,10,1,T,S,V
2018-04-20 11:17:56,54.5,2827,0.49,24.5,76.1,----,----,3353.2428 S,15111.2797 E,10,1,T,S,V
2018-04-20 11:18:09,29.4,2381,0.25,24.5,76.1,----,----,3353.2485 S,15111.2824 E,10,1,T,S,V
2018-04-20 11:18:17,39.1,2550,0.32,24.4,76.0,----,----,3353.2482 S,15111.2848 E,12,1,T,S,V
2018-04-20 11:18:24,30.0,2393,0.00,24.5,76.1,----,----,3353.2466 S,15111.2890 E,12,1,T,S,V
2018-04-20 11:18:33,42.0,2600,0.28,24.5,76.1,----,----,3353.2461 S,15111.2937 E,12,1,T,S,V
2018-04-20 11:18:41,39.7,2564,0.36,24.4,76.0,----,----,3353.2452 S,15111.2956 E,12,1,T,S,V
2018-04-20 11:18:48,41.4,2597,0.48,24.3,75.8,----,----,3353.2456 S,15111.2969 E,12,1,T,S,V
2018-04-20 11:19:16,24.9,2302,0.09,24.1,75.5,----,----,3353.2536 S,15111.2986 E,12,1,T,S,V
2018-04-20 11:19:24,41.4,2591,0.34,24.1,75.4,----,----,3353.2540 S,15111.2966 E,12,1,T,S,V
2018-04-20 11:19:32,23.2,2274,0.09,24.0,75.3,----,----,3353.2552 S,15111.2926 E,12,1,T,S,V
2018-04-20 11:19:40,33.4,2458,0.12,24.1,75.3,----,----,3353.2548 S,15111.2898 E,12,1,T,S,V
2018-04-20 11:19:48,41.3,2627,0.58,24.1,75.4,----,----,3353.2553 S,15111.2862 E,12,1,T,S,V
2018-04-20 11:19:56,42.0,2600,0.37,24.1,75.5,----,----,3353.2557 S,15111.2834 E,11,1,T,S,V
2018-04-20 11:20:08,57.4,2870,0.44,24.2,75.5,----,----,3353.2594 S,15111.2848 E,11,1,T,S,V
2018-04-20 11:20:16,48.8,2725,0.41,24.2,75.6,----,----,3353.2601 S,15111.2891 E,11,1,T,S,V
2018-04-20 11:20:23,29.4,2384,0.22,24.3,75.7,----,----,3353.2583 S,15111.2932 E,12,1,T,S,V
2018-04-20 11:20:32,36.8,2512,0.19,24.3,75.7,----,----,3353.2576 S,15111.2960 E,12,1,T,S,V
2018-04-20 11:20:40,50.0,2749,0.40,24.2,75.6,----,----,3353.2567 S,15111.3006 E,12,1,T,S,V
2018-04-20 11:20:50,40.8,2586,0.41,24.1,75.3,----,----,3353.2561 S,15111.3038 E,12,1,T,S,V
2018-04-20 11:21:05,27.7,2351,0.19,23.9,75.1,----,----,3353.2633 S,15111.3039 E,12,1,T,S,V
2018-04-20 11:21:13,22.6,2267,0.05,23.9,75.0,----,----,3353.2658 S,15111.2983 E,12,1,T,S,V
2018-04-20 11:21:22,23.7,2287,0.11,23.8,74.9,----,----,3353.2662 S,15111.2960 E,12,1,T,S,V
2018-04-20 11:21:33,26.6,2339,0.14,23.8,74.9,----,----,3353.2671 S,15111.2924 E,12,1,T,S,V
2018-04-20 11:21:43,26.6,2331,0.24,23.8,74.9,----,----,3353.2673 S,15111.2901 E,12,1,T,S,V
2018-04-20 11:21:52,28.3,2369,0.10,23.9,75.0,----,----,3353.2682 S,15111.2861 E,12,1,T,S,V
2018-04-20 12:15:19,12.8,2102,0.00,23.1,73.6,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:15:37,15.8,2141,0.00,23.2,73.8,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:15:53,15.8,2141,0.04,23.3,74.0,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:16:10,16.3,2156,0.04,23.4,74.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:16:29,12.8,2107,0.00,23.5,74.3,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:16:44,07.9,2054,0.00,23.6,74.5,----,----,3353.2503 S,15110.9549 E,5,1,T,S,V
2018-04-20 12:16:58,15.8,2149,0.12,23.7,74.7,----,----,3353.2464 S,15110.9618 E,7,1,T,S,V
2018-04-20 12:17:11,16.3,2151,0.00,23.8,74.9,----,----,3353.2396 S,15110.9641 E,10,1,T,S,V
2018-04-20 12:17:30,18.0,2185,0.09,24.0,75.2,----,----,3353.2344 S,15110.9741 E,10,1,T,S,V
2018-04-20 12:17:44,16.3,2157,0.00,24.1,75.5,----,----,3353.2288 S,15110.9800 E,10,1,T,S,V
2018-04-20 12:18:02,11.8,2098,0.00,24.3,75.7,----,----,3353.2217 S,15110.9736 E,10,1,T,S,V
2018-04-20 12:18:17,12.8,2106,0.00,24.4,75.9,----,----,3353.2289 S,15110.9649 E,10,1,T,S,V
2018-04-20 12:18:32,18.6,2191,0.11,24.5,76.2,----,----,3353.2374 S,15110.9628 E,10,1,T,S,V
2018-04-20 12:18:45,15.2,2131,0.00,24.7,76.4,----,----,3353.2423 S,15110.9567 E,10,1,T,S,V
2018-04-20 12:18:56,11.8,2099,0.00,24.7,76.5,----,----,3353.2422 S,15110.9483 E,10,1,T,S,V
2018-04-20 12:19:14,14.8,2120,0.00,24.9,76.8,----,----,3353.2311 S,15110.9371 E,10,1,T,S,V
2018-04-20 12:19:27,14.8,2129,0.12,25.0,77.0,----,----,3353.2251 S,15110.9450 E,10,1,T,S,V
2018-04-20 12:19:40,15.8,2143,0.07,25.1,77.2,----,----,3353.2197 S,15110.9506 E,10,1,T,S,V
2018-04-20 12:19:54,16.3,2151,0.11,25.2,77.3,----,----,3353.2157 S,15110.9560 E,10,1,T,S,V
2018-04-20 12:20:10,12.8,2102,0.05,25.3,77.6,----,----,3353.2083 S,15110.9489 E,10,1,T,S,V
2018-04-20 12:20:23,12.8,2103,0.02,25.4,77.8,----,----,3353.2130 S,15110.9404 E,10,1,T,S,V
2018-04-20 12:20:38,14.8,2124,0.08,25.5,78.0,----,----,3353.2184 S,15110.9343 E,11,1,T,S,V
2018-04-20 12:20:52,14.8,2120,0.03,25.6,78.2,----,----,3353.2256 S,15110.9280 E,11,1,T,S,V
2018-04-20 12:21:08,18.0,2185,0.02,25.7,78.3,----,----,3353.2170 S,15110.9201 E,11,1,T,S,V
2018-04-20 12:21:18,18.0,2186,0.00,25.8,78.5,----,----,3353.2131 S,15110.9273 E,11,1,T,S,V
2018-04-20 12:21:30,18.0,2185,0.03,25.9,78.6,----,----,3353.2094 S,15110.9322 E,11,1,T,S,V
2018-04-20 12:21:39,07.9,2058,0.00,25.9,78.7,----,----,3353.2078 S,15110.9360 E,11,1,T,S,V
2018-04-20 12:21:49,10.9,2087,0.00,26.0,78.9,----,----,3353.2036 S,15110.9406 E,12,1,T,S,V
2018-04-20 12:21:59,09.9,2073,0.00,26.1,79.1,----,----,3353.2000 S,15110.9445 E,12,1,T,S,V
2018-04-20 12:23:03,17.5,2170,0.03,26.5,79.7,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:23:20,13.8,2113,0.00,26.6,79.9,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:23:38,15.8,2140,0.00,26.7,80.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:23:56,14.8,2126,0.00,26.8,80.3,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:24:10,19.2,2209,0.07,26.9,80.5,----,----,3353.1987 S,15110.9127 E,5,1,T,S,V
2018-04-20 12:24:24,11.8,2098,0.00,27.1,80.8,----,----,3353.1925 S,15110.9184 E,5,1,T,S,V
2018-04-20 12:24:40,15.8,2148,0.07,27.2,81.0,----,----,3353.1845 S,15110.9116 E,6,1,T,S,V
2018-04-20 12:24:57,18.0,2189,0.00,27.3,81.2,----,----,3353.1883 S,15110.9045 E,6,1,T,S,V
2018-04-20 12:25:14,14.8,2128,0.00,27.4,81.4,----,----,3353.1936 S,15110.8947 E,7,1,T,S,V
2018-04-20 12:25:31,14.8,2122,0.00,27.5,81.6,----,----,3353.1876 S,15110.8879 E,7,1,T,S,V
2018-04-20 12:25:47,15.8,2149,0.11,27.6,81.7,----,----,3353.1801 S,15110.8941 E,7,1,T,S,V
2018-04-20 12:26:03,15.8,2146,0.00,27.7,81.9,----,----,3353.1718 S,15110.9026 E,8,1,T,S,V
2018-04-20 12:26:17,20.3,2229,0.12,27.7,81.9,----,----,3353.1637 S,15110.8957 E,8,1,T,S,V
2018-04-20 12:26:28,09.9,2073,0.00,27.6,81.7,----,----,3353.1675 S,15110.8908 E,8,1,T,S,V
2018-04-20 12:26:42,16.9,2166,0.04,27.7,81.8,----,----,3353.1737 S,15110.8845 E,10,1,T,S,V
2018-04-20 12:55:21,28.3,2363,0.03,28.4,83.1,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:55:36,28.9,2379,0.07,28.3,83.0,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:55:56,18.6,2198,0.00,28.3,83.0,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:56:10,20.3,2227,0.18,28.3,82.9,----,----,0000.0000 N,00000.0000 W,0,0,T,S,V
2018-04-20 12:56:32,19.7,2215,0.00,28.3,82.9,----,----,3353.4030 S,15111.0915 E,4,1,T,S,V
2018-04-20 12:56:57,24.9,2303,0.21,28.2,82.8,----,----,3353.4130 S,15111.0992 E,6,1,T,S,V
2018-04-20 12:57:13,23.7,2288,0.12,28.2,82.8,----,----,3353.4155 S,15111.0887 E,7,1,T,S,V
2018-04-20 12:57:29,23.2,2276,0.07,28.2,82.8,----,----,3353.4182 S,15111.0780 E,8,1,T,S,V
2018-04-20 12:57:44,23.7,2281,0.22,28.1,82.7,----,----,3353.4190 S,15111.0715 E,8,1,T,S,V
2018-04-20 12:58:06,21.5,2244,0.00,28.1,82.6,----,----,3353.4303 S,15111.0640 E,8,1,T,S,V
2018-04-20 12:58:19,27.2,2342,0.07,28.0,82.5,----,----,3353.4308 S,15111.0758 E,8,1,T,S,V
2018-04-20 12:58:41,27.2,2348,0.15,27.8,82.1,----,----,3353.4297 S,15111.0914 E,8,1,T,S,V
2018-04-20 12:58:55,25.4,2319,0.12,27.7,82.0,----,----,3353.4266 S,15111.1003 E,8,1,T,S,V
2018-04-20 12:59:09,25.4,2314,0.04,27.7,81.9,----,----,3353.4329 S,15111.1054 E,8,1,T,S,V
2018-04-20 12:59:23,27.7,2354,0.09,27.6,81.7,----,----,3353.4416 S,15111.1070 E,8,1,T,S,V
2018-04-20 12:59:34,22.0,2259,0.05,27.6,81.7,----,----,3353.4481 S,15111.1104 E,8,1,T,S,V
2018-04-20 12:59:44,15.8,2147,0.02,27.6,81.7,----,----,3353.4500 S,15111.1050 E,8,1,T,S,V
2018-04-20 12:59:54,17.5,2176,0.12,27.6,81.8,----,----,3353.4514 S,15111.0976 E,8,1,T,S,V
2018-04-20 13:00:03,16.3,2156,0.00,27.7,81.8,----,----,3353.4526 S,15111.0920 E,8,1,T,S,V
